X,Y,CCN,ADDRESS,DATE_OF_OFFENSE,TIME_OF_OFFENSE,DATE_OFFENSE_RECORDED,REPORT_YEAR,MONTH,POLICE_DISTRICT,WARD,TYPE_OF_HATE_BIAS,TARGETED_GROUP,TOP_OFFENSE_TYPE,MAR_ID,MAR_XCOORD,MAR_YCOORD,MAR_LATITUDE,MAR_LONGITUDE,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,OBJECTID,SE_ANNO_CAD_DATA
-8574266.39622749,4709899.89290573,23180034,9th St NW and V St NW,2023/10/28 04:00:00+00,0100,2023/11/02 04:00:00+00,2023,11,3D,Ward 1,Sexual Orientation,,Simple Assault,904118,397923.58745203,138877.50070231,38.9177638,-77.02394325,,,MPD,2024/02/16 21:02:52+00,8879,
-8571660.80032816,4703688.10456796,23184432,1300 block of 4th St SE,2023/11/08 05:00:00+00,1915,2023/11/09 05:00:00+00,2023,11,1D,Ward 8,Religion,Jewish,Theft,816282,399953.42,134056.21,38.8743343,-77.00053679,,,MPD,2024/02/16 21:02:52+00,8880,
-8576697.14074037,4707297.91154401,23187443,2000 block of H St NW,2023/11/15 05:00:00+00,1240,2023/11/15 05:00:00+00,2023,11,2D,Ward 2,Ethnicity/National Origin,Israeli,Damage/Defacing/Destruction of Property,808258,396028.93,136859.16,38.89957537,-77.04577899,,,MPD,2024/02/16 21:02:52+00,8881,
-8578012.93949765,4708339.31312164,23204617,2800 block of N St NW,2023/12/17 05:00:00+00,0915,2023/12/17 05:00:00+00,2023,12,2D,Ward 2,Ethnicity/National Origin,Jewish,Simple Assault,814757,395004.12,137667.9,38.90685556,-77.05759901,,,MPD,2024/02/16 21:02:52+00,8882,
-8566253.9116562,4706118.4975093,22119894,3700 block of Minnesota Ave NE,2022/08/20 04:00:00+00,1447,2022/08/20 04:00:00+00,2022,8,6D,Ward 7,Gender Identity/Expression,,ADW,801740,404167.17,135943.9,38.89132947,-76.9519659,,,MPD,2024/02/16 21:02:52+00,8883,
,,21112525,5100 block of Clay Ter NE,2021/08/10 04:00:00+00,2042,2021/08/10 04:00:00+00,2021,8,6D,,Sexual Orientation,,ADW,,,,,,MPD,2024/01/29 20:09:59+00,MPD,2024/02/16 21:02:52+00,8884,
-8574898.70329182,4707971.67295931,22135136,1100 block of 13th St NW,2022/09/17 04:00:00+00,2347,2022/09/18 04:00:00+00,2022,9,2D,Ward 2,Ethnicity/National Origin,Hispanic,Simple Assault,813789,397430.51,137381.45,38.90428556,-77.02962336,,,MPD,2024/02/16 21:02:52+00,8885,
-8568529.66482256,4710094.16636083,22153156,2100 block of Queens Chapel Rd NE,2022/10/21 04:00:00+00,2000,2022/10/21 04:00:00+00,2022,10,5D,Ward 5,Ethnicity/National Origin,Chinese,Threats,807162,402392.68,139028.32,38.91912162,-76.97240933,,,MPD,2024/02/16 21:02:52+00,8886,
-8574097.24011885,4707137.0598961,22167014,700 block of G St NW,2022/11/16 05:00:00+00,1027,2022/11/16 05:00:00+00,2022,11,1D,Ward 2,Ethnicity/National Origin,Mexican,Simple Assault,813012,398054.84,136733.57,38.89845083,-77.02242369,,,MPD,2024/02/16 21:02:52+00,8887,
-8574038.35559715,4709792.09745416,22172575,2000 block of Georgia Ave NW,2022/11/27 05:00:00+00,0753,2022/11/27 05:00:00+00,2022,11,3D,Ward 1,Sexual Orientation,,Threats,814110,398101.22,138793.82,38.91701037,-77.02189472,,,MPD,2024/02/16 21:02:52+00,8888,
-8577561.27989999,4707890.599086,22176996,2500 block of Pennsylvania Ave NW,2022/12/03 05:00:00+00,1900,2022/12/09 05:00:00+00,2022,12,2D,Ward 2,Sexual Orientation,,Simple Assault,800844,395355.83,137319.48,38.9037188,-77.05354168,,,MPD,2024/02/16 21:02:52+00,8889,
-8574317.08355399,4712648.07696628,22187116,3700 block of Georgia Ave NW,2022/12/24 05:00:00+00,2250,2022/12/25 05:00:00+00,2022,12,4D,Ward 4,Ethnicity/National Origin,Hispanic,Simple Assault,809816,397884.67,141009.47,38.93696915,-77.02439858,,,MPD,2024/02/16 21:02:52+00,8890,
-8573708.19376071,4707047.62216465,23006550,600 block of 5th St NW,2023/01/12 05:00:00+00,1030,2023/01/12 05:00:00+00,2023,1,1D,Ward 2/Ward 6,Race,White,Simple Assault,811784,398357.99,136664.09,38.89782555,-77.01892883,,,MPD,2024/10/08 19:09:17+00,8891,
-8570521.91061817,4710242.30885895,23023188,1000 block of Brentwood Rd NE,2023/02/11 05:00:00+00,2030,2023/02/11 05:00:00+00,2023,2,5D,Ward 5,Ethnicity/National Origin,Hispanic,Threats,814870,400840.66,139142.94,38.92015701,-76.99030597,,,MPD,2024/02/16 21:02:52+00,8892,
-8575371.40136754,4710992.9468414,23035518,1400 block of Girard St NW,2023/03/06 05:00:00+00,1337,2023/03/06 05:00:00+00,2023,3,3D,Ward 1,Gender Identity/Expression,,Threats,809472,397063.06,139725.8,38.9254031,-77.03386967,,,MPD,2024/02/16 21:02:52+00,8893,
-8572893.83188599,4715686.6339977,23044390,5600 block of 1st St NW,2023/03/22 04:00:00+00,1252,2023/03/22 04:00:00+00,2023,3,4D,Ward 4,Gender Identity/Expression,,Threats,811762,398993.44,143365.81,38.95819769,-77.01161329,,,MPD,2024/02/16 21:02:52+00,8894,
-8572846.54945921,4706708.58252595,23054823,400 block of New Jersey Ave NW,2023/04/09 04:00:00+00,0024,2023/04/09 04:00:00+00,2023,4,1D,Ward 6,Race,Black,Simple Assault,800098,399029.4,136400.85,38.89545518,-77.01118855,,,MPD,2024/02/16 21:02:52+00,8895,
-8575215.55806099,4711228.41768006,23083162,2900 block of 14th St NW,2023/05/22 04:00:00+00,1743,2023/05/26 04:00:00+00,2023,5,3D,Ward 1,Sexual Orientation,,Damage/Defacing/Destruction of Property,815306,397184.52,139908.43,38.92704868,-77.03246971,,,MPD,2024/02/16 21:02:52+00,8896,
-8578991.0725583,4711937.53784993,16122110,3100 block of 34th St NW,2016/07/23 04:00:00+00,1005-1010,2016/07/23 04:00:00+00,2016,7,2D,Ward 3,Ethnicity/National Origin,Unspecified,Threats,809724,394244.03,140460.12,38.93200413,-77.06638572,,,MPD,2024/02/16 21:02:52+00,8897,
-8573928.98170085,4707331.74621241,16141375,600 block of H St NW,2016/08/23 04:00:00+00,0012-0013,2016/08/23 04:00:00+00,2016,8,1D,Ward 2,Religion,Jewish,Damage/Defacing/Destruction of Property,807858,398185.99,136884.63,38.89981191,-77.0209122,,,MPD,2024/02/16 21:02:52+00,8898,
-8574610.56730529,4707225.08140621,16163918,700 block of 11th St NW,2016/09/26 04:00:00+00,1853-1857,2016/09/26 04:00:00+00,2016,9,2D,Ward 2,Sexual Orientation,,Threats,812220,397654.85,136801.99,38.8990662,-77.02703499,,,MPD,2024/02/16 21:02:52+00,8899,
-8574155.01826738,4709667.70770557,16175772,1900 block of 8th St NW,2016/10/16 04:00:00+00,0306-0352,2016/10/16 04:00:00+00,2016,10,3D,Ward 1,Sexual Orientation,,Simple Assault,810694,398010.31,138697.33,38.91614096,-77.02294272,,,MPD,2024/02/16 21:02:52+00,8900,
-8575483.41288643,4719268.30313003,17157715,1400 block of Juniper St NW,2016/11/15 05:00:00+00,0000,2017/09/11 04:00:00+00,2017,9,4D,Ward 4,Religion,Jewish,Displaying Symbols,801929,396978.26,146143.2,38.98321245,-77.03487589,,,MPD,2024/02/16 21:02:52+00,8901,
-8573928.98170085,4707331.74621241,16213049,600 block of H St NW,2016/12/17 05:00:00+00,2015,2016/12/17 05:00:00+00,2016,12,1D,Ward 2,Gender Identity/Expression,,Simple Assault,807858,398185.99,136884.63,38.89981191,-77.0209122,,,MPD,2024/02/16 21:02:52+00,8902,
-8568614.29528572,4710711.82244859,17011454,2200 block of Douglas St NE,2017/01/21 05:00:00+00,0253,2017/01/21 05:00:00+00,2017,1,5D,Ward 5,Political Affiliation,,Damage/Defacing/Destruction of Property,811201,402326.61,139507.5,38.92343841,-76.97316958,,,MPD,2024/02/16 21:02:52+00,8903,
-8576643.87701525,4708453.10529473,17038173,1300 block of New Hampshire Ave NW,2017/02/17 05:00:00+00,2200,2017/03/08 05:00:00+00,2017,3,2D,Ward 2,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,805753,396070.88,137755.6,38.90765101,-77.04530051,,,MPD,2024/02/16 21:02:52+00,8904,
-8575158.07062968,4709427.52863007,12006716,1800 block of 14th St NW,2012/01/14 05:00:00+00,0240-0250,2012/01/14 05:00:00+00,2012,1,3D,Ward 2,Sexual Orientation,,Simple Assault,810471,397228.81,138511.21,38.91446221,-77.03195329,,,MPD,2024/02/16 21:02:52+00,8905,
-8575558.62122641,4708166.89736292,12025144,1500 block of M St NW,2012/02/21 05:00:00+00,1010,2012/02/21 05:00:00+00,2012,2,2D,Ward 2,Ethnicity/National Origin,Asian,Threats,803647,396916.37,137533.13,38.90565029,-77.0355515,,,MPD,2024/02/16 21:02:52+00,8906,
-8568569.97416418,4699588.79410672,12038136,3400 block of 22nd St SE,2012/03/17 04:00:00+00,2100-2115,2012/03/19 04:00:00+00,2012,3,7D,Ward 8,Gender Identity/Expression,,Damage/Defacing/Destruction of Property,804241,402363.71,130873.46,38.84565958,-76.97277144,,,MPD,2024/02/16 21:02:52+00,8907,
-8567908.31196575,4711722.32162315,12052005,3100 block of Central Ave NE,2012/04/17 04:00:00+00,0550-0559,2012/04/17 04:00:00+00,2012,4,5D,Ward 5,Sexual Orientation,,Robbery,815134,402876.27,140291.6,38.9305002,-76.96682762,,,MPD,2024/02/16 21:02:52+00,8908,
-8574266.57109603,4709844.5222668,12075322,2000 block of 9th St NW,2012/06/01 04:00:00+00,0230,2012/06/01 04:00:00+00,2012,6,3D,Ward 1,Race,Unspecified,Simple Assault,805059,397923.44,138834.54,38.91737679,-77.02394482,,,MPD,2024/02/16 21:02:52+00,8909,
-8574334.92835163,4708950.08508523,12079020,900 block of Q St NW,2012/06/08 04:00:00+00,0121-0130,2012/06/08 04:00:00+00,2012,6,3D,Ward 2,Sexual Orientation,,ADW,803854,397870,138140.55,38.91112497,-77.02455888,,,MPD,2024/02/16 21:02:52+00,8910,
-8574143.8057123,4711134.41251187,12089479,2800 block of Georgia Ave NW,2012/06/27 04:00:00+00,1843-1845,2012/06/27 04:00:00+00,2012,6,3D,Ward 1,Gender Identity/Expression,,ADW,812827,398019.33,139835.25,38.92639173,-77.022842,,,MPD,2024/02/16 21:02:52+00,8911,
-8575253.06409872,4707229.84367512,22118443,1400 block of New York Ave NW,2022/08/17 04:00:00+00,1914,2022/08/17 04:00:00+00,2022,8,2D,Ward 2,Ethnicity/National Origin,Chinese,Simple Assault,800698,397154.19,136805.85,38.8990995,-77.03280663,,,MPD,2024/02/16 21:02:52+00,8912,
-8575345.59699314,4707634.05706626,22118611,900 block of 15th St NW,2022/08/18 04:00:00+00,0309,2022/08/18 04:00:00+00,2022,8,2D,Ward 2,Ethnicity/National Origin,Chinese,ADW,800554,397082.2,137119.57,38.90192536,-77.03363787,,,MPD,2024/02/16 21:02:52+00,8913,
-8575992.58428303,4707634.94382294,22118656,900 block of 17th St NW,2022/08/18 04:00:00+00,0845,2022/08/18 04:00:00+00,2022,8,2D,Ward 2,Ethnicity/National Origin,African,ADW,803806,396578.06,137120.46,38.90193156,-77.03944985,,,MPD,2024/02/16 21:02:52+00,8914,
-8571825.49792711,4715566.61486451,22120884,300 block of Riggs Rd NE,2022/08/22 04:00:00+00,1205,2022/08/22 04:00:00+00,2022,8,4D,Ward 4,Race,White,Threats,816954,399825.24,143272.68,38.95735931,-77.00201629,,,MPD,2024/02/16 21:02:52+00,8915,
-8574466.10387368,4717273.17656912,22126709,6500 block of Piney Branch Rd NW,2022/09/02 04:00:00+00,0939,2022/09/02 04:00:00+00,2022,9,4D,Ward 4,Ethnicity/National Origin,Mexican,Threats,800329,397769.62,144596.23,38.96927936,-77.02573725,,,MPD,2024/02/16 21:02:52+00,8916,
-8569367.71147791,4707579.90641469,22133268,1600 block of Maryland Ave NE,2022/09/14 04:00:00+00,1602,2022/09/14 04:00:00+00,2022,9,5D,Ward 5,Gender Identity/Expression,,Simple Assault,809645,401740.25,137077.2,38.9015468,-76.97993763,,,MPD,2024/02/16 21:02:52+00,8917,
-8570905.92113098,4710446.58560262,22133311,2300 block of Washington Pl NE,2022/09/14 04:00:00+00,1613,2022/09/14 04:00:00+00,2022,9,5D,Ward 5,Sexual Orientation,,Threats,815797,400541.5,139301.4,38.92158471,-76.99375559,,,MPD,2024/02/16 21:02:52+00,8918,
-8571745.24931372,4703608.98943107,22133514,300 block of Water St SE,2022/09/15 04:00:00+00,0145,2022/09/15 04:00:00+00,2022,9,1D,Ward 8,Ethnicity/National Origin,Chinese,Simple Assault,816283,399887.59,133994.79,38.873781,-77.00129541,,,MPD,2024/02/16 21:02:52+00,8919,
-8576599.59644204,4708030.85847932,22144344,1100 block of 20th St NW,2022/10/02 04:00:00+00,1559,2022/10/05 04:00:00+00,2022,10,2D,Ward 2,Race,Black,Threats,802734,396105.22,137427.92,38.9046993,-77.04490273,,,MPD,2024/02/16 21:02:52+00,8920,
-8577254.10838061,4707298.31155957,22145355,2300 block of H St NW,2022/10/07 04:00:00+00,0906,2022/10/07 04:00:00+00,2022,10,2D,Ward 2,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,814517,395594.92,136859.7,38.89957817,-77.05078231,,,MPD,2024/02/16 21:02:52+00,8921,
-8571827.18994631,4709636.43810032,22149084,1900 block of 3rd St NE,2022/10/14 04:00:00+00,1050,2022/10/14 04:00:00+00,2022,10,5D,Ward 5,Race,White,Simple Assault,806067,399823.82,138672.82,38.9159224,-77.00203149,,,MPD,2024/02/16 21:02:52+00,8922,
-8567896.29085837,4703979.08043546,22150817,2900 block of Nelson Pl SE,2022/10/17 04:00:00+00,1527,2022/10/17 04:00:00+00,2022,10,6D,Ward 7,Sexual Orientation,,ADW,801880,402887.82364863,134282.62981805,38.87636924,-76.96671964,,,MPD,2024/02/16 21:02:52+00,8923,
-8575157.9001331,4708680.79321457,22152148,1400 block of 14th St NW,2022/10/19 04:00:00+00,2334,2022/10/19 04:00:00+00,2022,10,2D,Ward 2,Sexual Orientation,,Simple Assault,811823,397228.74,137931.79,38.9092426,-77.03195176,,,MPD,2024/02/16 21:02:52+00,8924,
-8571589.2368251,4697584.29722285,22155175,400 block of Condon Ter SE,2022/10/25 04:00:00+00,1509,2022/10/25 04:00:00+00,2022,10,7D,Ward 8,Sexual Orientation,,Threats,809255,400009.21,129316.16,38.83163389,-76.99989393,,,MPD,2024/02/16 21:02:52+00,8925,
-8569611.26884184,4707883.67977175,22160892,1000 block of 16th St NE,2022/11/04 04:00:00+00,2050,2022/11/04 04:00:00+00,2022,11,5D,Ward 5,Ethnicity/National Origin,Hispanic,Threats,808190,401550.42,137312.9,38.90367042,-76.98212554,,,MPD,2024/02/16 21:02:52+00,8926,
-8574670.66345945,4706625.96375801,22160945,1100 block of Pennsylvania Ave NW,2022/11/04 04:00:00+00,2259,2022/11/04 04:00:00+00,2022,11,2D,Ward 2,Race,Black,Simple Assault,812493,397607.88,136337.03,38.89487755,-77.02757484,,,MPD,2024/02/16 21:02:52+00,8927,
-8575496.22237841,4708471.47334916,22161237,1500 block of Rhode Island Ave NW,2022/11/05 04:00:00+00,1349,2022/11/05 04:00:00+00,2022,11,2D,Ward 2,Sexual Orientation,,Simple Assault,804576,396965.08,137769.46,38.9077794,-77.03499096,,,MPD,2024/02/16 21:02:52+00,8928,
-8577808.73642727,4712629.79060815,22162040,2800 block of Quebec St NW,2022/11/06 04:00:00+00,2001,2022/11/06 04:00:00+00,2022,11,2D,Ward 3,Sexual Orientation,,Sex Abuse,814430,395165.26,140996.48,38.93684138,-77.05576462,,,MPD,2024/02/16 21:02:52+00,8929,
-8574552.49056839,4709949.45998118,22162713,1000 block of V St NW,2022/11/07 05:00:00+00,1700,2022/11/08 05:00:00+00,2022,11,3D,Ward 1,Ethnicity/National Origin,Jewish,Displaying Symbols,807792,397700.72,138916.02,38.91811024,-77.02651327,,,MPD,2024/02/16 21:02:52+00,8930,
-8579873.26565944,4709159.5390759,22169630,3800 block of Reservoir Rd NW,2022/11/21 05:00:00+00,1003,2022/11/21 05:00:00+00,2022,11,2D,Ward 2,Ethnicity/National Origin,Jewish,Displaying Symbols,816538,393555.15,138305.41,38.91258904,-77.0743106,,,MPD,2024/02/16 21:02:52+00,8931,
-8580041.5168678,4713650.37716331,19140327,3800 block of Veazey St NW,2019/08/09 04:00:00+00,1333,2019/08/09 04:00:00+00,2019,8,2D,Ward 3,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,808194,393426.96,141789.33,38.94397231,-77.07582202,,,MPD,2024/02/16 21:02:52+00,8932,
-8572564.99560035,4703992.58103817,19143233,Unit block of M St SE,2019/08/13 04:00:00+00,2310,2019/08/13 04:00:00+00,2019,8,1D,Ward 6/Ward 8,Race,Black,Simple Assault,813137,399248.61,134292.62,38.87646366,-77.00865931,,,MPD,2024/10/08 19:10:36+00,8933,
-8572955.41292088,4708210.73770003,19147863,1200 block of 1st St NW,2019/08/20 04:00:00+00,2045,2019/08/21 04:00:00+00,2019,8,3D,Ward 6,Religion,Muslim,Simple Assault,814506,398944.72,137566.62,38.90595676,-77.01216649,,,MPD,2024/02/16 21:02:52+00,8934,
-8572954.85304013,4709020.69121159,19149693,1600 block of 1st St NW,2019/08/23 04:00:00+00,2056,2019/08/23 04:00:00+00,2019,8,3D,Ward 5,Religion,Muslim,Threats,808389,398945.24,138195.12,38.9116185,-77.01216146,,,MPD,2024/02/16 21:02:52+00,8935,
-8574550.13836531,4718867.98990363,19150338,7400 block of Georgia Ave NW,2019/08/24 04:00:00+00,2143,2019/08/24 04:00:00+00,2019,8,4D,Ward 4,Gender Identity/Expression,,Simple Assault,810166,397704.56,145832.64,38.98041706,-77.02649214,,,MPD,2024/02/16 21:02:52+00,8936,
-8574381.26903732,4706805.31234576,19149999,900 block of E St NW,2019/08/24 04:00:00+00,1105,2019/08/24 04:00:00+00,2019,8,2D,Ward 2,Sexual Orientation,,Simple Assault,810366,397833.44,136476.16,38.89613147,-77.02497517,,,MPD,2024/02/16 21:02:52+00,8937,
-8576015.21725312,4710886.08619544,19150595,1700 block of Columbia Rd NW,2019/08/25 04:00:00+00,0705,2019/08/25 04:00:00+00,2019,8,3D,Ward 1,Sexual Orientation,,Simple Assault,800952,396561.52,139643.1,38.92465629,-77.03965317,,,MPD,2024/02/16 21:02:52+00,8938,
-8563788.79561965,4705042.88366143,19150564,5000 block of D St SE,2019/08/25 04:00:00+00,0423,2019/08/25 04:00:00+00,2019,8,6D,Ward 7,Sexual Orientation,,Simple Assault,805866,406088.9449636,135110.25308281,38.88380845,-76.92982139,,,MPD,2024/02/16 21:02:52+00,8939,
-8573482.63916715,4715295.4794438,19150975,300 block of Jefferson St NW,2019/08/25 04:00:00+00,2030,2019/08/25 04:00:00+00,2019,8,4D,Ward 4,Race,Black,Threats,811125,398534.94,143062.56,38.95546529,-77.01690264,,,MPD,2024/02/16 21:02:52+00,8940,
-8573564.13586759,4704193.19348738,19152034,1100 block of 4th ST SW,2019/08/27 04:00:00+00,1621,2019/08/27 04:00:00+00,2019,8,1D,Ward 6,Sexual Orientation,,ADW,815976,398469.82,134448.47,38.87786661,-77.01763474,,,MPD,2024/02/16 21:02:52+00,8941,
-8571096.14477389,4701460.11556762,19153216,2600 block of Martin Luther King Jr Ave SE,2019/08/29 04:00:00+00,1514,2019/08/29 04:00:00+00,2019,8,7D,Ward 8,Gender Identity/Expression,,Damage/Defacing/Destruction of Property,806491,400393.66249432,132326.35020023,38.85875093,-76.99546441,,,MPD,2024/02/16 21:02:52+00,8942,
-8570104.59008695,4709525.25874035,19153278,1300 block of New York Ave NE,2019/08/29 04:00:00+00,1518,2019/08/29 04:00:00+00,2019,8,5D,Ward 5,Sexual Orientation,,Threats,807699,401165.84,138586.64,38.91514531,-76.98655712,,,MPD,2024/02/16 21:02:52+00,8943,
-8575885.92364841,4708670.13697473,19153407,1400 block of 17th St NW,2019/08/29 04:00:00+00,1200,2019/08/29 04:00:00+00,2019,8,2D,Ward 2,Race,Black,Damage/Defacing/Destruction of Property,809554,396661.51,137923.74,38.90916811,-77.0384917,,,MPD,2024/02/16 21:02:52+00,8944,
-8574813.36180311,4707332.09684364,19153027,1200 block of H St NW,2019/08/29 04:00:00+00,0716,2019/08/29 04:00:00+00,2019,8,2D,Ward 2,Race,Black,Threats,814491,397496.85,136885.09,38.89981436,-77.02885672,,,MPD,2024/02/16 21:02:52+00,8945,
-8575652.85442898,4715420.63915444,19155474,5500 block of 16th ST NW,2019/09/01 04:00:00+00,2200,2019/09/02 04:00:00+00,2019,9,4D,Ward 4,Race,White,Threats,809127,396845.19,143160.11,38.9563396,-77.03639801,,,MPD,2024/02/16 21:02:52+00,8946,
-8571489.58738411,4699301.58047255,19157849,3100 block of Martin Luther King Jr Ave SE,2019/09/05 04:00:00+00,1330,2019/09/05 04:00:00+00,2019,9,7D,Ward 8,Gender Identity/Expression,,Threats,807353,400086.92,130650.04,38.84365008,-76.99899876,,,MPD,2024/02/16 21:02:52+00,8947,
-8575243.7960249,4711751.98868208,19161936,3300 block of 14th St NW,2019/09/11 04:00:00+00,1857,2019/09/11 04:00:00+00,2019,9,3D,Ward 1,Ethnicity/National Origin,Black/African,Threats,811139,397162.67,140314.6,38.93070752,-77.03272337,,,MPD,2024/02/16 21:02:52+00,8948,
-8575556.98699448,4708950.23530423,19164203,1500 block of Q St NW,2019/09/14 04:00:00+00,2229,2019/09/14 04:00:00+00,2019,9,2D,Ward 2,Race,Black,Simple Assault,815147,396917.88,138140.98,38.91112602,-77.03553682,,,MPD,2024/02/16 21:02:52+00,8949,
-8568507.96130054,4700792.93772867,19164582,2300 block of Hartford St SE,2019/09/15 04:00:00+00,1342,2019/09/15 04:00:00+00,2019,9,7D,Ward 8,Race,White,Threats,805910,402411.78473619,131808.62002375,38.85408378,-76.97221436,,,MPD,2024/02/16 21:02:52+00,8950,
-8579502.10072285,4708458.62295354,19164277,3600 block of O St NW,2019/09/15 04:00:00+00,0011,2019/09/15 04:00:00+00,2019,9,2D,Ward 2,Race,Black,Simple Assault,810249,393843.9,137761.3,38.90768958,-77.07097637,,,MPD,2024/02/16 21:02:52+00,8951,
-8574556.59252826,4719150.16511106,19165751,7600 block of Georgia Ave NW,2019/09/16 04:00:00+00,1100,2019/09/17 04:00:00+00,2019,9,4D,Ward 4,Gender Identity/Expression,,Simple Assault,801442,397699.6,146051.38,38.9823875,-77.02655012,,,MPD,2024/02/16 21:02:52+00,8952,
-8572127.37616923,4707718.43023527,19169342,100 block of K St NE,2019/09/20 04:00:00+00,2330,2019/09/22 04:00:00+00,2019,9,5D,Ward 6,Gender Identity/Expression,,ADW,806776,399589.88,137184.52,38.9025152,-77.00472811,,,MPD,2024/02/16 21:02:52+00,8953,
-8577824.03303647,4708006.84245859,19168883,2700 block of Pennsylvania Ave NW,2019/09/21 04:00:00+00,2321,2019/09/22 04:00:00+00,2019,9,2D,Ward 2,Ethnicity/National Origin,Unknown,ADW,803654,395151.15,137409.81,38.90453142,-77.05590203,,,MPD,2024/02/16 21:02:52+00,8954,
-8570837.41606276,4710537.00007338,19168553,900 block of Rhode Island Ave NE,2019/09/21 04:00:00+00,1445,2019/09/21 04:00:00+00,2019,9,5D,Ward 5,Race,White,Threats,814008,400594.86,139371.55,38.9222166,-76.9931402,,,MPD,2024/02/16 21:02:52+00,8955,
-8575253.06409872,4707229.84367512,19169006,1400 block of New York Ave NW,2019/09/22 04:00:00+00,0725,2019/09/22 04:00:00+00,2019,9,2D,Ward 2,Race,Black,Simple Assault,800698,397154.19,136805.85,38.8990995,-77.03280663,,,MPD,2024/02/16 21:02:52+00,8956,
-8570886.78494094,4698685.64118435,19169883,3500 block of Wheeler Rd SE,2019/09/23 04:00:00+00,1611,2019/09/23 04:00:00+00,2019,9,7D,Ward 8,Gender Identity/Expression,,Simple Assault,803987,400557.04828647,130171.66114223,38.83934046,-76.9935837,,,MPD,2024/02/16 21:02:52+00,8957,
-8571284.56457955,4710353.33737015,19172033,600 block of Rhode Island Ave NE,2019/09/26 04:00:00+00,1900,2019/09/26 04:00:00+00,2019,9,5D,Ward 5,Sexual Orientation,,Damage/Defacing/Destruction of Property,807768,400246.54,139229.04,38.920933,-76.99715701,,,MPD,2024/02/16 21:02:52+00,8958,
-8574040.7859631,4707234.16437231,19172842,700 block of 7th St NW,2019/09/28 04:00:00+00,0142,2019/09/28 04:00:00+00,2019,9,1D,Ward 2,Sexual Orientation,,ADW,803289,398098.85,136808.92,38.89912971,-77.02191656,,,MPD,2024/02/16 21:02:52+00,8959,
-8577367.32625899,4707079.49391013,19173124,2400 block of Virginia Ave NW,2019/09/28 04:00:00+00,1425,2019/09/28 04:00:00+00,2019,9,2D,Ward 2,Ethnicity/National Origin,Unknown,Damage/Defacing/Destruction of Property,804406,395506.6,136689.93,38.89804837,-77.05179937,,,MPD,2024/02/16 21:02:52+00,8960,
-8574048.88473964,4710288.0200373,19172942,2300 block of Georgia Ave NW,2019/09/28 04:00:00+00,0330,2019/09/28 04:00:00+00,2019,9,3D,Ward 1,Sexual Orientation,,ADW,811838,398093.11,139178.59,38.92047649,-77.02198931,,,MPD,2024/02/16 21:02:52+00,8961,
-8574096.51096584,4709717.49744568,19173504,700 block of Florida Ave NW,2019/09/29 04:00:00+00,0308,2019/09/29 04:00:00+00,2019,9,3D,Ward 1,Sexual Orientation,,Simple Assault,800541,398055.9,138735.95,38.91648896,-77.02241714,,,MPD,2024/02/16 21:02:52+00,8962,
-8574040.7859631,4707234.16437231,19173442,700 block of 7th St NW,2019/09/29 04:00:00+00,0053,2019/09/29 04:00:00+00,2019,9,1D,Ward 2,Sexual Orientation,,Simple Assault,803289,398098.85,136808.92,38.89912971,-77.02191656,,,MPD,2024/02/16 21:02:52+00,8963,
-8565773.19085663,4706880.3208988,19175001,4000 block of Minnesota Ave NE,2019/10/01 04:00:00+00,1320,2019/10/01 04:00:00+00,2019,10,6D,Ward 7,Sexual Orientation,,Simple Assault,816435,404541.47,136535.38,38.89665588,-76.94764751,,,MPD,2024/02/16 21:02:52+00,8964,
-8572534.78567368,4706958.71114337,19179377,Unit block of Massachusetts Ave NE,2019/10/07 04:00:00+00,1945,2019/10/07 04:00:00+00,2019,10,1D,Ward 6,Race,Black,Simple Assault,800876,399272.37,136594.95,38.89720394,-77.00838793,,,MPD,2024/02/16 21:02:52+00,8965,
-8579508.80631722,4710172.13744187,19180021,2200 block of Wisconsin Ave NW,2019/10/08 04:00:00+00,2011,2019/10/08 04:00:00+00,2019,10,2D,Ward 3,Race,Black,Threats,806639,393839.71,139090.85,38.91966658,-77.0710366,,,MPD,2024/02/16 21:02:52+00,8966,
-8580330.1198264,4712149.97860548,19186207,3900 block of Macomb St NW,2019/10/10 04:00:00+00,1924,2019/10/18 04:00:00+00,2019,10,2D,Ward 3,Ethnicity/National Origin,Israeli,Damage/Defacing/Destruction of Property,809350,393201.21,140625.74,38.93348864,-77.07841458,,,MPD,2024/02/16 21:02:52+00,8967,
-8576063.38544518,4708571.33224618,19184577,1700 block of Massachusetts Ave NW,2019/10/10 04:00:00+00,2150,2019/10/15 04:00:00+00,2019,10,2D,Ward 2,Ethnicity/National Origin,Asian,Simple Assault,811901,396523.21,137847.13,38.90847745,-77.04008587,,,MPD,2024/02/16 21:02:52+00,8968,
-8575884.94618455,4709215.54919653,19181534,1700 block of 17th St NW,2019/10/11 04:00:00+00,0215,2019/10/11 04:00:00+00,2019,10,3D,Ward 2,Sexual Orientation,,Robbery,807237,396662.45,138346.95,38.91298053,-77.03848292,,,MPD,2024/02/16 21:02:52+00,8969,
